Gene,F_score,p_value,p_value_FDR,Rejected_FDR_0.05
PACSIN1,174.52541804303928,0.0,0.0,True
GDAP1,174.5098524331059,0.0,0.0,True
ZNF629,174.50407728608462,0.0,0.0,True
WIZ,174.4935486219822,0.0,0.0,True
FBXL13,174.49086987020416,0.0,0.0,True
ZNF117,174.47872617703874,0.0,0.0,True
CDC37L1,174.47128793218897,0.0,0.0,True
XIAP,174.4600159594208,0.0,0.0,True
TBCK,174.41184223380705,0.0,0.0,True
AZIN1,174.407975686098,0.0,0.0,True
EFTUD2,174.395287301459,0.0,0.0,True
EEF1A1,174.37843013766533,0.0,0.0,True
PCBD1,174.37457112854938,0.0,0.0,True
MGST3,174.35178162694228,0.0,0.0,True
VPS4A,174.34738799771208,0.0,0.0,True
PRKAR2A,174.3376960006427,0.0,0.0,True
SBNO1,174.30475736333074,0.0,0.0,True
CPXM1,174.29620911556708,0.0,0.0,True
SOX8,174.24479434057457,0.0,0.0,True
PCDHB10,174.2081412147168,0.0,0.0,True
HSPG2,174.19391199967748,0.0,0.0,True
PCYT1B,174.1847705621881,0.0,0.0,True
TMEM183A,174.17156989143695,0.0,0.0,True
USP14,174.1511676696586,0.0,0.0,True
CLCC1,174.10186292121787,0.0,0.0,True
COL6A1,174.08776703766154,0.0,0.0,True
WEE1,174.06284228220244,0.0,0.0,True
CDCA7L,174.0571180782758,0.0,0.0,True
TRNT1,174.04825202699377,0.0,0.0,True
PARP6,174.04565336740228,0.0,0.0,True
PIGS,174.01464156956467,0.0,0.0,True
UBE2W,174.01258847154455,0.0,0.0,True
ACTB,174.00456397508412,0.0,0.0,True
SPIN1,173.98811096837278,0.0,0.0,True
H19,173.95918275672847,0.0,0.0,True
PINK1,173.92553328832292,0.0,0.0,True
CEBPG,173.91887902884437,0.0,0.0,True
USP20,173.90910767254096,0.0,0.0,True
B4GALT3,173.89527473477062,0.0,0.0,True
KIAA1755,173.8640867760493,0.0,0.0,True
SDE2,173.85566654371712,0.0,0.0,True
DOCK2,173.85298646385732,0.0,0.0,True
GRK4,173.8502596840336,0.0,0.0,True
THADA,173.84786527666935,0.0,0.0,True
CCAR1,173.84034398019563,0.0,0.0,True
PCDHB15,173.80894864728688,0.0,0.0,True
CES5A,173.79327024727115,0.0,0.0,True
ALAS1,173.79052145975922,0.0,0.0,True
ABCB9,173.75474841293843,0.0,0.0,True
MRPS25,173.73057376911123,0.0,0.0,True
SMPD4,173.71535089272768,0.0,0.0,True
TSR2,173.71461324487436,0.0,0.0,True
NFIL3,173.68653348738607,0.0,0.0,True
WDR13,173.66838867511245,0.0,0.0,True
ZNF776,173.66189093584845,0.0,0.0,True
UBE2D4,173.6432987932063,0.0,0.0,True
LNX2,173.64301010077958,0.0,0.0,True
ZNF496,173.62343599934968,0.0,0.0,True
FBLN7,173.60607049069873,0.0,0.0,True
ABCA1,173.57304707623226,0.0,0.0,True
FOXP3,173.53940366659344,0.0,0.0,True
TAF1B,173.4751232606657,0.0,0.0,True
MPHOSPH10,173.44926524286518,0.0,0.0,True
NOL10,173.44693215202875,0.0,0.0,True
CCDC146,173.44571029751023,0.0,0.0,True
VPS13C,173.4142481076223,0.0,0.0,True
ATG4C,173.40705573175669,0.0,0.0,True
DET1,173.3677600582561,0.0,0.0,True
GPR85,173.3664600885685,0.0,0.0,True
SPPL2A,173.34007771126622,0.0,0.0,True
PHF11,173.3218487226976,0.0,0.0,True
MCM9,173.3124863320898,0.0,0.0,True
PIK3R5,173.26456840591183,0.0,0.0,True
GTPBP8,173.26429261356847,0.0,0.0,True
KRT33B,173.26204029726554,0.0,0.0,True
BLOC1S1,173.23820693382697,0.0,0.0,True
ZBTB7B,173.21526719399972,0.0,0.0,True
FBP2,173.2149080339841,0.0,0.0,True
PDCD2L,173.2068234482475,0.0,0.0,True
WSB1,173.19770124323503,0.0,0.0,True
HBP1,173.1920441966109,0.0,0.0,True
BRD4,173.1475464704713,0.0,0.0,True
SNX7,173.1436658010938,0.0,0.0,True
HDGF,173.1428405941544,0.0,0.0,True
RAB15,173.13086041493185,0.0,0.0,True
BRPF3,173.12520425433823,0.0,0.0,True
CASR,173.11080093696373,0.0,0.0,True
ARFIP1,173.0675553888734,0.0,0.0,True
NOS2,173.02082643750634,0.0,0.0,True
ABRAXAS2,173.0035456496662,0.0,0.0,True
PITHD1,172.99134015796392,0.0,0.0,True
USP48,172.94902546767432,0.0,0.0,True
NTAQ1,172.94143724596807,0.0,0.0,True
MOSPD2,172.91024810717056,0.0,0.0,True
KBTBD7,172.86463936983017,0.0,0.0,True
IL1RL2,172.8602854942625,0.0,0.0,True
STAG3L4,172.82606372582615,0.0,0.0,True
ZCRB1,172.82308311906502,0.0,0.0,True
PHF13,172.8207604488893,0.0,0.0,True
SNHG16,172.80769362491228,0.0,0.0,True
TRPM2,172.71981022802072,0.0,0.0,True
ZFAND2B,172.68370657058978,0.0,0.0,True
PEMT,172.67879373121713,0.0,0.0,True
ATP9A,172.6737685919765,0.0,0.0,True
AFF2,172.6526929398056,0.0,0.0,True
POC1B,172.63040246776526,0.0,0.0,True
TMEM61,172.62560307947356,0.0,0.0,True
ZBTB25,172.59232382421754,0.0,0.0,True
CLDN11,172.58947052244326,0.0,0.0,True
ZNF574,172.56527048069736,0.0,0.0,True
LIN7C,172.53632929549784,0.0,0.0,True
MRPS10,172.51367661232473,0.0,0.0,True
BEST2,172.50754756307333,0.0,0.0,True
WNT5B,172.49781734988215,0.0,0.0,True
SLA,172.47068365897604,0.0,0.0,True
PRODH,172.4309548064467,0.0,0.0,True
THAP1,172.3908333629315,0.0,0.0,True
ADGRF2P,172.3599773146825,0.0,0.0,True
PPM1L,172.31215729370732,0.0,0.0,True
DMP1,172.2852812074303,0.0,0.0,True
SH3GL1,172.27606985093348,0.0,0.0,True
NEU2,172.2529890426543,0.0,0.0,True
HVCN1,172.24518621341062,0.0,0.0,True
NXT1,172.24099445234836,0.0,0.0,True
FAM124B,172.22461946938412,0.0,0.0,True
POLD1,172.20029641767175,0.0,0.0,True
PSEN2,172.1967501095008,0.0,0.0,True
TBCCD1,172.16387860448654,0.0,0.0,True
DNAJB5,172.16290415694942,0.0,0.0,True
SYT4,172.15667191924916,0.0,0.0,True
ETNK1,172.1363116503469,0.0,0.0,True
PSG8,172.1185587489932,0.0,0.0,True
BIRC6,172.1130272441014,0.0,0.0,True
GNAT1,172.1127684564807,0.0,0.0,True
CXCL5,172.09997481928622,0.0,0.0,True
C5orf22,172.08458579157718,0.0,0.0,True
PRKACB,172.0810068699546,0.0,0.0,True
GID4,172.07485482609806,0.0,0.0,True
TMSB10,171.97239816526337,0.0,0.0,True
FAM210B,171.9438684441975,0.0,0.0,True
TMTC1,171.91467557298506,0.0,0.0,True
KANSL1,171.9009620832298,0.0,0.0,True
KCNA1,171.87682421711017,0.0,0.0,True
LRRFIP2,171.8425405836263,0.0,0.0,True
TFG,171.833447694841,0.0,0.0,True
CEP128,171.82078396025574,0.0,0.0,True
MED7,171.80860609532652,0.0,0.0,True
ZNF227,171.76518270532748,0.0,0.0,True
FANCL,171.6980188957631,0.0,0.0,True
PALS2,171.69078054039494,0.0,0.0,True
BFAR,171.6805231374206,0.0,0.0,True
TPCN2,171.6388025526131,0.0,0.0,True
CORIN,171.63075269275302,0.0,0.0,True
SLC39A13,171.6280509172716,0.0,0.0,True
UMPS,171.61453898196555,0.0,0.0,True
PTCHD1,171.60773980368023,0.0,0.0,True
RAB29,171.60764447447903,0.0,0.0,True
FXYD4,171.5802170334001,0.0,0.0,True
FAF2,171.56737664488548,0.0,0.0,True
UBE3B,171.55587524334337,0.0,0.0,True
PABIR3,171.55025452246235,0.0,0.0,True
CCNK,171.53819291099452,0.0,0.0,True
TRIM45,171.51309962463736,0.0,0.0,True
PALLD,171.50816043614847,0.0,0.0,True
ANO2,171.49082744897575,0.0,0.0,True
CACNA1A,171.47635974450432,0.0,0.0,True
CYP19A1,171.43145872238534,0.0,0.0,True
HOXC12,171.37194055989715,0.0,0.0,True
DNAJC6,171.32613519723995,0.0,0.0,True
TBPL1,171.2890575318596,0.0,0.0,True
EYA1,171.26622738915015,0.0,0.0,True
ENDOG,171.26594727067058,0.0,0.0,True
EXOC2,171.26049587722622,0.0,0.0,True
GTDC1,171.25243018197133,0.0,0.0,True
CRHR2,171.2475598109672,0.0,0.0,True
SESN3,171.2400148174679,0.0,0.0,True
TIPIN,171.22384996235817,0.0,0.0,True
SACS,171.18448708463202,0.0,0.0,True
MAPK8IP1,171.18146558339413,0.0,0.0,True
ABITRAM,171.14039268853793,0.0,0.0,True
PRDM6,171.12610746801437,0.0,0.0,True
STK3,171.0619989431486,0.0,0.0,True
MED27,171.05789444835554,0.0,0.0,True
TOB1,171.00648488032658,0.0,0.0,True
HMGCS1,170.9832503551577,0.0,0.0,True
ZFYVE16,170.9773967103605,0.0,0.0,True
DOCK1,170.96102891745127,0.0,0.0,True
FAM199X,170.9068200875543,0.0,0.0,True
BTF3L4,170.89885936051496,0.0,0.0,True
DNAJC5,170.89823723423075,0.0,0.0,True
FBRS,170.88444683394724,0.0,0.0,True
SUMF1,170.8741871433706,0.0,0.0,True
MSMO1,170.8739869622172,0.0,0.0,True
CYBB,170.8679597769834,0.0,0.0,True
ATG3,170.861144984282,0.0,0.0,True
CPT1A,170.8370763594172,0.0,0.0,True
PLCE1,170.81970347227244,0.0,0.0,True
DDX11,170.81374933142388,0.0,0.0,True
MCM3,170.77307028201537,0.0,0.0,True
TMEM131,170.76198955328567,0.0,0.0,True
ARRDC4,170.74785063571204,0.0,0.0,True
CNTRL,170.74542681793938,0.0,0.0,True
ZNF331,170.72714729978193,0.0,0.0,True
ZSCAN32,170.62713378923112,0.0,0.0,True
SNAP29,170.62473354440525,0.0,0.0,True
CHN1,170.6050768161219,0.0,0.0,True
STAP1,170.5874937901322,0.0,0.0,True
ATP8A2,170.5292446541623,0.0,0.0,True
COCH,170.52514461261683,0.0,0.0,True
GTF2E1,170.51069292538102,0.0,0.0,True
ATP9B,170.49634013082436,0.0,0.0,True
GZMB,170.48009362886873,0.0,0.0,True
LRFN2,170.399426859218,0.0,0.0,True
ZNF592,170.3689439007288,0.0,0.0,True
GALNT1,170.31434189356708,0.0,0.0,True
ACSL4,170.31301099569777,0.0,0.0,True
CASP8,170.30255967292138,0.0,0.0,True
SUPT20H,170.25190677859825,0.0,0.0,True
ITPRID2,170.21870853632788,0.0,0.0,True
HORMAD1,170.21756566734746,0.0,0.0,True
ALMS1P1,170.20751049285695,0.0,0.0,True
SHF,170.193169237697,0.0,0.0,True
COPG2,170.19199352481834,0.0,0.0,True
SIK3,170.12785275317907,0.0,0.0,True
GPBP1,170.11212058143815,0.0,0.0,True
SLC15A1,170.1090862917274,0.0,0.0,True
CFAP157,170.10645905603423,0.0,0.0,True
GALK1,170.08660576913394,0.0,0.0,True
VPS26A,170.04949256737726,0.0,0.0,True
ENPP6,170.0245258824837,0.0,0.0,True
ODR4,169.99371264318683,0.0,0.0,True
FBXL4,169.91256179143633,0.0,0.0,True
EVI5L,169.8716008895305,0.0,0.0,True
USP33,169.8512872209398,0.0,0.0,True
PAICS,169.80697965666138,0.0,0.0,True
ERC1,169.79509908578171,0.0,0.0,True
RAP1GAP,169.79291858528822,0.0,0.0,True
TMEM236,169.77080235956666,0.0,0.0,True
ANGPTL2,169.7519854268989,0.0,0.0,True
PTPRC,169.7498613777674,0.0,0.0,True
TTC17,169.7431103084164,0.0,0.0,True
IFT52,169.73661925569914,0.0,0.0,True
CDH22,169.73230832229592,0.0,0.0,True
SUFU,169.64579108204418,0.0,0.0,True
GOLPH3L,169.6284882172602,0.0,0.0,True
SLTM,169.62162567184203,0.0,0.0,True
KLK14,169.55306599520355,0.0,0.0,True
CAP2,169.54162598940025,0.0,0.0,True
CTDSP1,169.52187599751315,0.0,0.0,True
NNT,169.50694884926915,0.0,0.0,True
VWA5B1,169.49823743337078,0.0,0.0,True
AP4S1,169.49688743823216,0.0,0.0,True
NKX6-3,169.44249785770558,0.0,0.0,True
HDAC11,169.4311548436531,0.0,0.0,True
UBAP2L,169.41384837509722,0.0,0.0,True
HEATR6,169.3771086169649,0.0,0.0,True
RBAK,169.35180864227382,0.0,0.0,True
TPRG1L,169.3470190821672,0.0,0.0,True
SLC9A3,169.32144927740129,0.0,0.0,True
FAM86GP,169.2956948080176,0.0,0.0,True
CTSS,169.2372313627661,0.0,0.0,True
MEIS2,169.2148363589462,0.0,0.0,True
WHAMM,169.2135763456853,0.0,0.0,True
OGT,169.19004250395952,0.0,0.0,True
CHRFAM7A,169.14363301661686,0.0,0.0,True
GNB3,169.14274326059905,0.0,0.0,True
FNDC5,169.13342401582833,0.0,0.0,True
PYY,169.1288407869215,0.0,0.0,True
HSDL2,169.12807494873095,0.0,0.0,True
BCAR1,169.07761465944986,0.0,0.0,True
RNGTT,169.03905981771234,0.0,0.0,True
ZNF644,169.0090026787792,0.0,0.0,True
ZNF174,168.984624111156,0.0,0.0,True
POLR3K,168.97699886202918,0.0,0.0,True
ACE,168.97018720252416,0.0,0.0,True
SYTL5,168.9587312762011,0.0,0.0,True
FBXO11,168.9569981235778,0.0,0.0,True
EIF5,168.9086774193004,0.0,0.0,True
CRAMP1,168.89988164353016,0.0,0.0,True
DGKE,168.88855136786785,0.0,0.0,True
NCAM1,168.8600529236149,0.0,0.0,True
CBX5,168.85107187918987,0.0,0.0,True
CRH,168.84678561371,0.0,0.0,True
GABRE,168.84323134558682,0.0,0.0,True
ANKS1A,168.8394539120576,0.0,0.0,True
CFAP263,168.80196593695686,0.0,0.0,True
SLC12A7,168.79767459871746,0.0,0.0,True
KMT2D,168.78602688439625,0.0,0.0,True
LTK,168.73746622848725,0.0,0.0,True
SLC25A34,168.72982878456563,0.0,0.0,True
IRF4,168.7292692943341,0.0,0.0,True
C1orf216,168.70384682399455,0.0,0.0,True
DYRK1A,168.68731014509387,0.0,0.0,True
VPS41,168.6834677542151,0.0,0.0,True
ZNF230,168.65915344044424,0.0,0.0,True
PIM2,168.646745114423,0.0,0.0,True
PCMT1,168.64244192183938,0.0,0.0,True
AFG1L,168.59695747837065,0.0,0.0,True
SET,168.58088952173495,0.0,0.0,True
KLF12,168.55645400281273,0.0,0.0,True
ARMH4,168.52526306647835,0.0,0.0,True
FAM151B,168.5196872800071,0.0,0.0,True
TUBE1,168.48429043210237,0.0,0.0,True
DAGLA,168.4801753185014,0.0,0.0,True
KDM3B,168.46014467864526,0.0,0.0,True
EIF4A3,168.4536623395143,0.0,0.0,True
XPNPEP1,168.44557847107757,0.0,0.0,True
POLR1A,168.4424046985557,0.0,0.0,True
ISM2,168.43925458548662,0.0,0.0,True
LILRB1,168.40913045020022,0.0,0.0,True
MGAT5,168.39680186278505,0.0,0.0,True
GRIA1,168.3738343726017,0.0,0.0,True
PSMD7,168.37014425149542,0.0,0.0,True
ZCWPW1,168.36254394787053,0.0,0.0,True
GRHPR,168.35989241564153,0.0,0.0,True
WTIP,168.3508453473697,0.0,0.0,True
ANKRD17,168.32712191739182,0.0,0.0,True
NUDCD1,168.29810459322516,0.0,0.0,True
RGS12,168.2970085845697,0.0,0.0,True
PEX3,168.28957370981894,0.0,0.0,True
COL9A1,168.28517622096663,0.0,0.0,True
IFT80,168.2762733154045,0.0,0.0,True
ENSA,168.25299609609147,0.0,0.0,True
GMFG,168.2453106199301,0.0,0.0,True
SCUBE1,168.22427081521684,0.0,0.0,True
OSGIN2,168.22193501383347,0.0,0.0,True
NUP210L,168.2021618919382,0.0,0.0,True
KIF2A,168.19548831390009,0.0,0.0,True
ZNF646,168.1853254167624,0.0,0.0,True
CLNK,168.1763953874065,0.0,0.0,True
MED29,168.1640898061244,0.0,0.0,True
BRPF1,168.15723142611097,0.0,0.0,True
ATP6V1E1,168.1437348853471,0.0,0.0,True
MRPL47,168.12656468922995,0.0,0.0,True
CCN1,168.1124219196252,0.0,0.0,True
RRAGC,168.0761681687615,0.0,0.0,True
XRN2,168.0688611590769,0.0,0.0,True
CKM,168.0371042174988,0.0,0.0,True
LTA4H,167.995672148414,0.0,0.0,True
ADAM10,167.99438789699394,0.0,0.0,True
POGLUT1,167.92934726295877,0.0,0.0,True
UTP14A,167.92055228649087,0.0,0.0,True
CCDC171,167.91203803555618,0.0,0.0,True
FAM168A,167.88580953491294,0.0,0.0,True
USO1,167.88228917940302,0.0,0.0,True
DDX25,167.86951797158378,0.0,0.0,True
CPSF6,167.86500733426055,0.0,0.0,True
MAU2,167.84569348312013,0.0,0.0,True
AP1G1,167.84482043804624,0.0,0.0,True
CACFD1,167.84472071201958,0.0,0.0,True
SLC37A3,167.8360140808842,0.0,0.0,True
DOK3,167.82605651489493,0.0,0.0,True
DARS2,167.82119897404343,0.0,0.0,True
C6orf52,167.80747115660083,0.0,0.0,True
UBLCP1,167.7953822636159,0.0,0.0,True
TFAP4,167.7790539739748,0.0,0.0,True
SLAMF7,167.7686627178147,0.0,0.0,True
SLC45A4,167.73169014297017,0.0,0.0,True
CENPQ,167.66532493343277,0.0,0.0,True
CD33,167.65708375498636,0.0,0.0,True
FARSB,167.6404351781527,0.0,0.0,True
SREK1,167.60604095683985,0.0,0.0,True
FBXW11,167.56850946539566,0.0,0.0,True
TMEM59L,167.54141486266298,0.0,0.0,True
SPMAP2,167.53769303712747,0.0,0.0,True
GOLGA2,167.51591085972458,0.0,0.0,True
SYT10,167.5104991487865,0.0,0.0,True
CEP68,167.508759546959,0.0,0.0,True
FBXO38,167.50690285236817,0.0,0.0,True
ALKBH1,167.43822605083082,0.0,0.0,True
ZNF821,167.4240719712193,0.0,0.0,True
TIMP2,167.40934759652538,0.0,0.0,True
CYB561D2,167.39688964164245,0.0,0.0,True
EML4,167.30411549890596,0.0,0.0,True
BIN2,167.290351069663,0.0,0.0,True
TMEM184C,167.28729667273583,0.0,0.0,True
DYDC2,167.26195684935576,0.0,0.0,True
SGIP1,167.23842715711157,0.0,0.0,True
GMNN,167.23161949551832,0.0,0.0,True
NMRK2,167.23030261069982,0.0,0.0,True
ANXA5,167.22112687979117,0.0,0.0,True
SLITRK3,167.2024937342905,0.0,0.0,True
YLPM1,167.19792242982308,0.0,0.0,True
OBSCN,167.1977330836749,0.0,0.0,True
SAXO1,167.16813221164824,0.0,0.0,True
TSSK4,167.1616350399456,0.0,0.0,True
PRPF4,167.13601911853843,0.0,0.0,True
TSC1,167.1128186442961,0.0,0.0,True
ZNF451,167.09540177421965,0.0,0.0,True
MAP2K5,167.0613377987602,0.0,0.0,True
PRXL2B,167.0580318263196,0.0,0.0,True
DEF8,166.982961882227,0.0,0.0,True
ALDH5A1,166.97655300594212,0.0,0.0,True
PEX10,166.95272860380638,0.0,0.0,True
ATN1,166.94802250568836,0.0,0.0,True
CRELD1,166.94039014783496,0.0,0.0,True
KANSL3,166.94024452017374,0.0,0.0,True
CEP78,166.92110592309132,0.0,0.0,True
GBP1,166.84086622836645,0.0,0.0,True
ZNF391,166.79412777053258,0.0,0.0,True
STAMBP,166.7635871634164,0.0,0.0,True
POLG,166.7584663659485,0.0,0.0,True
ZNF143,166.74573475713214,0.0,0.0,True
VASH2,166.7310921014103,0.0,0.0,True
FKBP10,166.71478973067303,0.0,0.0,True
MARVELD2,166.71008750553446,0.0,0.0,True
LHX8,166.6904599492319,0.0,0.0,True
MTMR3,166.68955877005823,0.0,0.0,True
PIBF1,166.68833880904333,0.0,0.0,True
IMPG1,166.67846309124332,0.0,0.0,True
ALMS1,166.6603408497894,0.0,0.0,True
MORC2,166.65828445893138,0.0,0.0,True
AAMDC,166.63049229126952,0.0,0.0,True
CLDN12,166.62574411684741,0.0,0.0,True
EGR1,166.61216568788296,0.0,0.0,True
MBTPS1,166.6106844759531,0.0,0.0,True
KDM8,166.60946606271924,0.0,0.0,True
GCFC2,166.56462743634017,0.0,0.0,True
SLC11A1,166.53386903087926,0.0,0.0,True
STOML3,166.52893704820067,0.0,0.0,True
RGP1,166.5018483614682,0.0,0.0,True
DOLPP1,166.499021177046,0.0,0.0,True
C1orf159,166.48746944209674,0.0,0.0,True
ACP4,166.47650988125673,0.0,0.0,True
AOAH,166.44543768167418,0.0,0.0,True
SLC7A6OS,166.43104546209614,0.0,0.0,True
CD38,166.39205486088815,0.0,0.0,True
MS4A6A,166.38946697057494,0.0,0.0,True
EIF5B,166.38622110404094,0.0,0.0,True
RRAS,166.36964791126806,0.0,0.0,True
TMEM30A,166.35117594281175,0.0,0.0,True
NYAP2,166.34486524991556,0.0,0.0,True
OR2B6,166.33785713522357,0.0,0.0,True
NUP160,166.33498931193128,0.0,0.0,True
E2F5,166.31963861031477,0.0,0.0,True
TMEM53,166.31408707435256,0.0,0.0,True
CIZ1,166.31124018623117,0.0,0.0,True
MAGOHB,166.2989153916263,0.0,0.0,True
PRRG3,166.2911467292043,0.0,0.0,True
ZNF317,166.25687162662655,0.0,0.0,True
ATG12,166.25349350085668,0.0,0.0,True
LINC01931,166.25344121163457,0.0,0.0,True
SMNDC1,166.2429147940823,0.0,0.0,True
PAMR1,166.24033902501532,0.0,0.0,True
IQCN,166.2137604276528,0.0,0.0,True
TMEM161B,166.21208321331764,0.0,0.0,True
SPATA33,166.17021091303118,0.0,0.0,True
TNFRSF13C,166.16646846340515,0.0,0.0,True
GPCPD1,166.16331270536537,0.0,0.0,True
PLEKHA8,166.14372980131373,0.0,0.0,True
ZFYVE26,166.12029058935406,0.0,0.0,True
LY6E,166.10260474810096,0.0,0.0,True
DHDH,166.07957221639938,0.0,0.0,True
KDM3A,166.07625394632728,0.0,0.0,True
KHDRBS1,166.045489109462,0.0,0.0,True
HOXA2,166.0401162407205,0.0,0.0,True
ATP6V0D2,166.01791097848488,0.0,0.0,True
URI1,165.99656684765057,0.0,0.0,True
CNPY4,165.98204011005447,0.0,0.0,True
FAS,165.97830855893082,0.0,0.0,True
CACHD1,165.96294191242407,0.0,0.0,True
LHX2,165.95820983344638,0.0,0.0,True
AGO1,165.95011485868258,0.0,0.0,True
TLN1,165.92902171376207,0.0,0.0,True
DACT1,165.91407938995224,0.0,0.0,True
RASSF2,165.88401759908626,0.0,0.0,True
SS18L2,165.8831063748899,0.0,0.0,True
TREM2,165.87870252722405,0.0,0.0,True
CLCN6,165.8758006216857,0.0,0.0,True
SPATA19,165.85820769159753,0.0,0.0,True
ANXA11,165.8303606257218,0.0,0.0,True
UBN2,165.82453719775688,0.0,0.0,True
FRAS1,165.8092281831149,0.0,0.0,True
RSAD2,165.79412793330496,0.0,0.0,True
DAZAP1,165.78727699907782,0.0,0.0,True
LRRC59,165.7800929281226,0.0,0.0,True
RPL26,165.773700202262,0.0,0.0,True
TNFSF18,165.7478014993099,0.0,0.0,True
SUPT16H,165.72695018822316,0.0,0.0,True
POLR3GL,165.7208155750944,0.0,0.0,True
CFAP210,165.67397444220003,0.0,0.0,True
NBEAL1,165.67224491225522,0.0,0.0,True
HNRNPA1L2,165.65907529541616,0.0,0.0,True
DCBLD2,165.63200226713792,0.0,0.0,True
ACAD10,165.61101203159194,0.0,0.0,True
SLC25A26,165.60975360754009,0.0,0.0,True
SLC25A48,165.60347469288592,0.0,0.0,True
LURAP1L,165.58552323313702,0.0,0.0,True
PSEN1,165.58069120760814,0.0,0.0,True
DUSP16,165.57098639092243,0.0,0.0,True
HPGDS,165.55909643850748,0.0,0.0,True
NFE2,165.55567277018304,0.0,0.0,True
TRIM37,165.5456149495779,0.0,0.0,True
CD68,165.54256339281767,0.0,0.0,True
DYRK3,165.51253242118761,0.0,0.0,True
ABHD5,165.50522973336035,0.0,0.0,True
RAP2A,165.49965510301098,0.0,0.0,True
GOLGA3,165.48292590656317,0.0,0.0,True
NSD1,165.4782854517504,0.0,0.0,True
TSNAX,165.44546189463082,0.0,0.0,True
HCK,165.41847791255654,0.0,0.0,True
TRIB3,165.4156432217073,0.0,0.0,True
SEPTIN3,165.4016308957691,0.0,0.0,True
SMG7,165.3985098848276,0.0,0.0,True
PRPF38B,165.39709485485247,0.0,0.0,True
CAGE1,165.34644571947197,0.0,0.0,True
FXR1,165.33595031514398,0.0,0.0,True
ULBP1,165.32721648129672,0.0,0.0,True
FNDC11,165.3200494456609,0.0,0.0,True
SNAI1,165.31631491800914,0.0,0.0,True
IFNGR2,165.30119856472106,0.0,0.0,True
DCAF4,165.30069349355944,0.0,0.0,True
KATNBL1,165.28814514261714,0.0,0.0,True
PSPN,165.2222748149468,0.0,0.0,True
ZNF638,165.1983295990593,0.0,0.0,True
TIPRL,165.1615488292249,0.0,0.0,True
MYRFL,165.08199648695467,0.0,0.0,True
GSKIP,165.05604614838177,0.0,0.0,True
L3MBTL4,165.04851809859917,0.0,0.0,True
IPCEF1,165.00014229615124,0.0,0.0,True
RPRD2,164.99797298579114,0.0,0.0,True
GBP5,164.99757831066722,0.0,0.0,True
PANK2,164.9969961549555,0.0,0.0,True
SLC25A27,164.98163503569006,0.0,0.0,True
NXF5,164.9762728972508,0.0,0.0,True
CHD4,164.9743143355651,0.0,0.0,True
PSPC1,164.97151906414734,0.0,0.0,True
ZRANB2,164.9644318534464,0.0,0.0,True
CAMK2A,164.95106680931238,0.0,0.0,True
TMEM267,164.94826593998792,0.0,0.0,True
CD160,164.91413983855702,0.0,0.0,True
NXT2,164.8905705368955,0.0,0.0,True
MAP3K14,164.8898559214668,0.0,0.0,True
ALPK3,164.88430599873027,0.0,0.0,True
TMOD1,164.85648177533764,0.0,0.0,True
H3-3B,164.83903784237694,0.0,0.0,True
ASH2L,164.83322750254203,0.0,0.0,True
PRPF19,164.83284068054604,0.0,0.0,True
NLRP14,164.81740464527118,0.0,0.0,True
APOOL,164.8122028766584,0.0,0.0,True
SOS1,164.78674265706692,0.0,0.0,True
FMO6P,164.7482229691219,0.0,0.0,True
SLC25A44,164.71598475098386,0.0,0.0,True
CSPG5,164.67335455452513,0.0,0.0,True
MAP3K8,164.66570961645334,0.0,0.0,True
TRAM1,164.65551690731039,0.0,0.0,True
DCAF8,164.6530732390697,0.0,0.0,True
LTF,164.64966812320304,0.0,0.0,True
KPNB1,164.57945716358546,0.0,0.0,True
NT5DC3,164.56319620034557,0.0,0.0,True
SHLD2P1,164.55219953348998,0.0,0.0,True
PDZD4,164.54540100531727,0.0,0.0,True
MIER2,164.5374424879928,0.0,0.0,True
BAZ1B,164.51755384067138,0.0,0.0,True
SMARCE1,164.49866724158196,0.0,0.0,True
ZNF503,164.4830857298086,0.0,0.0,True
RP9,164.47106549370972,0.0,0.0,True
LSR,164.45339056269972,0.0,0.0,True
GATAD2A,164.4419811677444,0.0,0.0,True
GAD1,164.3986126484279,0.0,0.0,True
RADIL,164.37493759871452,0.0,0.0,True
SF3A2,164.3683908302779,0.0,0.0,True
CLEC2D,164.36713949213564,0.0,0.0,True
ATP6V1C1,164.3544600803688,0.0,0.0,True
LMBR1,164.30687426749066,0.0,0.0,True
GTF3C3,164.28965968859202,0.0,0.0,True
SLF1,164.26788169922438,0.0,0.0,True
ANO10,164.26733711834558,0.0,0.0,True
SCN1A,164.26648468822358,0.0,0.0,True
PPHLN1,164.21381503373433,0.0,0.0,True
STAT5A,164.20686327039056,0.0,0.0,True
B4GALNT1,164.16259227314188,0.0,0.0,True
R3HDML,164.14823924585392,0.0,0.0,True
POLR3E,164.0260499839618,0.0,0.0,True
TRPM7,164.02332295259666,0.0,0.0,True
PSMA6,164.00987364236246,0.0,0.0,True
PCIF1,163.9929547810668,0.0,0.0,True
KDM7A,163.98715621218184,0.0,0.0,True
LINC00525,163.98359036471675,0.0,0.0,True
PRP4K,163.9111243963168,0.0,0.0,True
TACR2,163.8985944095008,0.0,0.0,True
RSPO4,163.88833962457076,0.0,0.0,True
PDCL,163.88191443587525,0.0,0.0,True
FCF1,163.87293384622527,0.0,0.0,True
